State,Year,Month,Count,Megawatthours
MI,2008,3,1656,-22438
MI,2008,4,-6492,-661774
MI,2008,5,-4281,23717
MI,2008,6,-3357,1215031
MI,2008,7,-682,605782
MI,2008,8,-9743,-603460
MI,2008,9,5215,-452669
MI,2008,10,7178,-645112
MI,2008,11,-8639,-182129
MI,2008,12,97106,944951
MI,2009,1,-99217,-255180
MI,2009,2,-4714,-522990
MI,2009,3,-308,-120157
MI,2009,4,5307,-651813
MI,2009,5,7908,-93414
MI,2009,6,-4007,766042
MI,2009,7,-5880,230403
MI,2009,8,-1627,596729
MI,2009,9,-159211,-814658
MI,2009,10,155415,-43892
MI,2009,11,-8304,-214876
MI,2009,12,9902,899054
MI,2010,1,-16439,61902
MI,2010,2,1233,-806689
MI,2010,3,1691,158611
MI,2010,4,-3088,-643033
MI,2010,5,-484,829487
MI,2010,6,-4806,536765
MI,2010,7,2000,1460749
MI,2010,8,5454,-56754
MI,2010,9,-9170,-2350731
MI,2010,10,-11752,47346
MI,2010,11,8804,129526
MI,2010,12,10517,862132
MI,2011,1,-47495,92542
MI,2011,2,-4855,-1002502
MI,2011,3,95583,661495
MI,2011,4,-6249,-893410
MI,2011,5,2163,322720
MI,2011,6,-2965,768874
MI,2011,7,-9153,1896643
MI,2011,8,14304,-959366
MI,2011,9,-12751,-1606544
MI,2011,10,-72825,-151294
MI,2011,11,-500,31857
MI,2011,12,-708,667135
MI,2012,1,58895,57593
MI,2012,2,-8869,-620605
MI,2012,3,23522,-27127
MI,2012,4,-34642,-513333
MI,2012,5,2106,843100
MI,2012,6,735,823813
MI,2012,7,-1510,1610758
MI,2012,8,5691,-1331744
MI,2012,9,-9956,-1475315
MI,2012,10,15081,42418
MI,2012,11,370,-185352
MI,2012,12,-128,535969
MI,2013,1,14678,398112
MI,2013,2,-8890,-825504
MI,2013,3,6426,334626
MI,2013,4,-3664,-672216
MI,2013,5,3735,440231
MI,2013,6,-5875,349265
MI,2013,7,11054,1163993
MI,2013,8,-2930,-435364
MI,2013,9,3260,-1074082
MI,2013,10,-6243,-54615
MI,2013,11,-20511,-78435
MI,2013,12,31756,829871
MI,2014,1,2572,363430
MI,2014,2,-6926,-962851
MI,2014,3,-4452,468037
MI,2014,4,371,-1032735
MI,2014,5,8795,438582
MI,2014,6,-16748,711628
MI,2014,7,12395,136101
MI,2014,8,-459,289529
MI,2014,9,8811,-1074480
MI,2014,10,6517,-214349
MI,2014,11,-13378,141531
MI,2014,12,12907,493045
MI,2015,1,-5453,392648
MI,2015,2,376,-563973
MI,2015,3,5602,70
MI,2015,4,-2906,-815239
MI,2015,5,-6269,569030
MI,2015,6,4532,258398
MI,2015,7,324,621334
MI,2015,8,2073,235090
MI,2015,9,5351,-677377
MI,2015,10,5015,-796615
MI,2015,11,-150,-83962
MI,2015,12,11199,652377
MI,2016,1,-744,362638
MI,2016,2,3458,-784399
MI,2016,3,5562,210314
MI,2016,4,-9986,-458973
MI,2016,5,11892,406398
MI,2016,6,1655,847446
MI,2016,7,-5569,1058918
MI,2016,8,9204,396007
MI,2016,9,10185,-1845918
MI,2016,10,5991,-679355
MI,2016,11,-2149,-189732
MI,2016,12,14245,896424
MI,2017,1,24260,50003
MI,2017,2,3288,-1066335
MI,2017,3,3924,605303
MI,2017,4,-8965,-783474
MI,2017,5,18637,446013
MI,2017,6,-7255,914341
MI,2017,7,30,794824
MI,2017,8,-444,-527486
MI,2017,9,634,-705594
MI,2017,10,14128,-411256
MN,2007,2,1300,-290148
MN,2007,3,2296,-55689
MN,2007,4,1052,-347996
MN,2007,5,29,177621
MN,2007,6,-246,538503
MN,2007,7,-543,745487
MN,2007,8,3920,-32777
MN,2007,9,-1420,-524168
MN,2007,10,4311,-332614
MN,2007,11,130,-321555
MN,2007,12,484,476256
MN,2008,1,725177,399009
MN,2008,2,10198,-290611
MN,2008,3,5859,-39790
MN,2008,4,-1785,-510163
MN,2008,5,867,-40341
MN,2008,6,-227,136673
MN,2008,7,5893,878916
MN,2008,8,3269,-96048
MN,2008,9,456,-735302
MN,2008,10,1936,-66451
MN,2008,11,-10137,45031
MN,2008,12,4824,546830
MN,2009,1,2893,88530
MN,2009,2,660,-614016
MN,2009,3,7341,6807
MN,2009,4,-3580,-563815
MN,2009,5,-265,-131005
MN,2009,6,2857,166195
MN,2009,7,3613,423999
MN,2009,8,-734,163361
MN,2009,9,-113,-343759
MN,2009,10,3266,-4970
MN,2009,11,-7301,-62888
MN,2009,12,5111,740559
MN,2010,1,-2094,200433
MN,2010,2,1930,-751288
MN,2010,3,11036,201978
MN,2010,4,-5649,-513284
MN,2010,5,106,311951
MN,2010,6,2126,289157
MN,2010,7,5401,766858
MN,2010,8,3038,198964
MN,2010,9,937,-1242944
MN,2010,10,-4729,-108839
MN,2010,11,-676,152034
MN,2010,12,4840,707444
MN,2011,1,-5096,129384
MN,2011,2,88,-582359
MN,2011,3,13103,191758
MN,2011,4,-11865,-643107
MN,2011,5,1966,85398
MN,2011,6,2252,322989
MN,2011,7,169,976863
MN,2011,8,5882,-277389
MN,2011,9,344,-809098
MN,2011,10,-1992,-161888
MN,2011,11,-765,74318
MN,2011,12,2274,432385
MN,2012,1,-4599,110203
MN,2012,2,6835,-394601
MN,2012,3,4428,-28178
MN,2012,4,-12820,-444916
MN,2012,5,12223,245141
MN,2012,6,-1339,478567
MN,2012,7,4816,1006503
MN,2012,8,4439,-626073
MN,2012,9,-6896,-804416
MN,2012,10,9677,-63394
MN,2012,11,-6591,102221
MN,2012,12,2616,426212
MN,2013,1,2545,315375
MN,2013,2,-2165,-598517
MN,2013,3,3470,195597
MN,2013,4,1379,-452250
MN,2013,5,2880,-31201
MN,2013,6,-2593,233510
MN,2013,7,6251,806939
MN,2013,8,-465,-32735
MN,2013,9,1778,-615492
MN,2013,10,6720,-297942
MN,2013,11,-5804,124719
MN,2013,12,1935,663602
MN,2014,1,3233,213045
MN,2014,2,-3319,-602056
MN,2014,3,-7034,155833
MN,2014,4,14179,-649603
MN,2014,5,-7101,27290
MN,2014,6,12340,289842
MN,2014,7,5778,391634
MN,2014,8,107,247414
MN,2014,9,839,-753087
MN,2014,10,5563,-102372
MN,2014,11,-2984,132875
MN,2014,12,3245,616503
MN,2015,1,26083,83576
MN,2015,2,33,-590379
MN,2015,3,7357,122609
MN,2015,4,242,-556066
MN,2015,5,-2098,-104212
MN,2015,6,7224,298909
MN,2015,7,131,737658
MN,2015,8,-43320,-183696
MN,2015,9,5979,-413766
MN,2015,10,3702,-313622
MN,2015,11,-6401,-80838
MN,2015,12,7903,555988
MN,2016,1,114,303013
MN,2016,2,4854,-514849
MN,2016,3,12264,-74663
MN,2016,4,-7220,-492535
MN,2016,5,4484,178910
MN,2016,6,4706,523394
MN,2016,7,-3841,605779
MN,2016,8,9678,80590
MN,2016,9,2609,-870584
MN,2016,10,-382,-176147
MN,2016,11,998,-87622
MN,2016,12,5978,848066
MN,2017,1,-23978,-18678
MN,2017,2,1645,-811013
MN,2017,3,9623,358944
MN,2017,4,-5375,-599760
MN,2017,5,7751,169911
MN,2017,6,2517,422946
MN,2017,7,-1146,520392
MN,2017,8,7755,-383298
MN,2017,9,-5907,-247539
MN,2017,10,9032,-341663
MO,2007,2,704,-223181
MO,2007,3,928,-682732
MO,2007,4,-1790,-439575
MO,2007,5,-1534,555145
MO,2007,6,2855,778178
MO,2007,7,3136,932253
MO,2007,8,2783,937272
MO,2007,9,1245,-1215138
MO,2007,10,-1934,-1358452
MO,2007,11,262,-316058
MO,2007,12,5907,1032932
MO,2008,1,908084,410865
MO,2008,2,5694,-337477
MO,2008,3,-6186,-490877
MO,2008,4,-211,-830011
MO,2008,5,9950,31125
MO,2008,6,-442,1234922
MO,2008,7,11706,933505
MO,2008,8,77187,-196733
MO,2008,9,-89839,-1179602
MO,2008,10,1109,-612898
MO,2008,11,19,87557
MO,2008,12,1481,1267709
MO,2009,1,-778,244338
MO,2009,2,3756,-1370207
MO,2009,3,2154,-176399
MO,2009,4,-4426,-480624
MO,2009,5,-1089,63770
MO,2009,6,23,1201705
MO,2009,7,-70,357999
MO,2009,8,5234,58594
MO,2009,9,-1614,-1061517
MO,2009,10,-1413,-437196
MO,2009,11,2248,-113783
MO,2009,12,489,1586398
MO,2010,1,7264,654297
MO,2010,2,3260,-835001
MO,2010,3,-3002,-588850
MO,2010,4,2104,-856421
MO,2010,5,-5500,404106
MO,2010,6,2718,1548069
MO,2010,7,1705,937384
MO,2010,8,2564,124209
MO,2010,9,-1453,-1888801
MO,2010,10,-5608,-949745
MO,2010,11,4545,27650
MO,2010,12,-442,1609484
MO,2011,1,1335,414669
MO,2011,2,714,-1027607
MO,2011,3,1411,-459846
MO,2011,4,-4136,-743177
MO,2011,5,-5189,309084
MO,2011,6,1740,1295367
MO,2011,7,414,1586635
MO,2011,8,1303,-429728
MO,2011,9,-1818,-1870971
MO,2011,10,-3230,-728530
MO,2011,11,1249,21511
MO,2011,12,-53,908184
MO,2012,1,7048,203544
MO,2012,2,-427,-588851
MO,2012,3,5163,-385548
MO,2012,4,-2079,-433806
MO,2012,5,-201,881761
MO,2012,6,1678,908662
MO,2012,7,3231,1674658
MO,2012,8,5383,-1016536
MO,2012,9,-5320,-1568702
MO,2012,10,-3406,-603825
MO,2012,11,651,59682
MO,2012,12,1086,833364
MO,2013,1,2367,670863
MO,2013,2,-2154,-795050
MO,2013,3,8474,272939
MO,2013,4,1212,-916076
MO,2013,5,-4100,154235
MO,2013,6,2897,751477
MO,2013,7,3464,828721
MO,2013,8,-1800,-11179
MO,2013,9,-387,-788264
MO,2013,10,-1511,-893673
MO,2013,11,2182,80531
MO,2013,12,5257,1323482
MO,2014,1,4521,666969
MO,2014,2,2268,-711220
MO,2014,3,3613,-628307
MO,2014,4,-3366,-1099666
MO,2014,5,-829,536940
MO,2014,6,-798,892201
MO,2014,7,4900,415447
MO,2014,8,-3382,342497
MO,2014,9,1135,-1227036
MO,2014,10,-1458,-821147
MO,2014,11,3405,539509
MO,2014,12,4674,732326
MO,2015,1,-2248,439383
MO,2015,2,4568,-327369
MO,2015,3,2702,-575298
MO,2015,4,-3651,-1136429
MO,2015,5,839,412869
MO,2015,6,1372,1102210
MO,2015,7,1575,1006740
MO,2015,8,2802,-261278
MO,2015,9,718,-877163
MO,2015,10,-3175,-1127805
MO,2015,11,4820,-52691
MO,2015,12,5459,703805
MO,2016,1,-16,670762
MO,2016,2,5778,-605082
MO,2016,3,477,-782541
MO,2016,4,-1023,-554487
MO,2016,5,2207,380052
MO,2016,6,1897,1602215
MO,2016,7,-3384,783646
MO,2016,8,9547,14638
MO,2016,9,-1646,-1071314
MO,2016,10,-740,-1150286
MO,2016,11,1078,-325359
MO,2016,12,5120,1358208
MO,2017,1,14770,75891
MO,2017,2,43930,-1269293
MO,2017,3,-39798,92888
MO,2017,4,7246,-480975
MO,2017,5,308433,813829
MO,2017,6,-309176,629119
MO,2017,7,-5314,1325127
MO,2017,8,12582,-958390
MO,2017,9,336,-667861
MO,2017,10,369,-698175
MS,2007,2,729,52182
MS,2007,3,2934,-268376
MS,2007,4,600,-150102
MS,2007,5,1712,224540
MS,2007,6,2436,542385
MS,2007,7,-128,432784
MS,2007,8,2574,255255
MS,2007,9,-1479,-59827
MS,2007,10,1335,-691638
MS,2007,11,-1199,-495195
MS,2007,12,1294,70552
MS,2008,1,579727,329936
MS,2008,2,1728,-139644
MS,2008,3,1725,-270740
MS,2008,4,1735,-163669
MS,2008,5,4480,242251
MS,2008,6,-1045,691574
MS,2008,7,3649,353977
MS,2008,8,-34,79957
MS,2008,9,-1678,-528345
MS,2008,10,-838,-536502
MS,2008,11,-1580,-328193
MS,2008,12,1270,222461
MS,2009,1,-4054,152113
MS,2009,2,-287,-227095
MS,2009,3,3252,-171579
MS,2009,4,641,-256393
MS,2009,5,832,344514
MS,2009,6,3546,543925
MS,2009,7,487,787873
MS,2009,8,253,-215576
MS,2009,9,-761,-348250
MS,2009,10,-1454,-390697
MS,2009,11,-641,-507194
MS,2009,12,1438,342304
MS,2010,1,-8773,686594
MS,2010,2,1280,-454120
MS,2010,3,4583,-125933
MS,2010,4,-662,-389820
MS,2010,5,1907,208139
MS,2010,6,14112,813010
MS,2010,7,7895,528643
MS,2010,8,-2357,90432
MS,2010,9,-2142,-305274
MS,2010,10,-1330,-808206
MS,2010,11,-1364,-492527
MS,2010,12,-8948,444897
MS,2011,1,-497,454473
MS,2011,2,714,-339172
MS,2011,3,3252,-448530
MS,2011,4,511,-59960
MS,2011,5,-1404,195747
MS,2011,6,5192,805680
MS,2011,7,523,498201
MS,2011,8,1335,71148
MS,2011,9,-824,-430160
MS,2011,10,-2136,-840710
MS,2011,11,-1557,-379719
MS,2011,12,1559,324480
MS,2012,1,-2596,240456
MS,2012,2,1558,-308074
MS,2012,3,2804,-21172
MS,2012,4,930,-109318
MS,2012,5,2714,295466
MS,2012,6,1363,503684
MS,2012,7,1270,487631
MS,2012,8,1256,25122
MS,2012,9,-3802,-408877
MS,2012,10,2152,-568582
MS,2012,11,-1384,-312296
MS,2012,12,974,127037
MS,2013,1,-3145,366609
MS,2013,2,-786,-355704
MS,2013,3,2898,37097
MS,2013,4,2417,-178764
MS,2013,5,1194,78600
MS,2013,6,511,607436
MS,2013,7,3198,446082
MS,2013,8,1149,67286
MS,2013,9,-1167,-135949
MS,2013,10,-54,-540316
MS,2013,11,-151,-492117
MS,2013,12,783,391116
MS,2014,1,-5005,404212
MS,2014,2,155,-47457
MS,2014,3,2449,-516385
MS,2014,4,613,-298381
MS,2014,5,-353,107823
MS,2014,6,4806,510566
MS,2014,7,8213,479371
MS,2014,8,1549,49915
MS,2014,9,-665,16254
MS,2014,10,-460,-648923
MS,2014,11,-592,-391801
MS,2014,12,1890,138467
MS,2015,1,-7961,362051
MS,2015,2,1249,-286120
MS,2015,3,2266,81487
MS,2015,4,1174,-494108
MS,2015,5,1047,104821
MS,2015,6,3557,632990
MS,2015,7,1642,689879
MS,2015,8,917,161917
MS,2015,9,-298,-521890
MS,2015,10,-955,-573432
MS,2015,11,670,-458489
MS,2015,12,1275,94952
MS,2016,1,-4250,407082
MS,2016,2,3120,-99500
MS,2016,3,2475,-309531
MS,2016,4,232,-170258
MS,2016,5,2529,277208
MS,2016,6,2929,555344
MS,2016,7,635,719269
MS,2016,8,3764,39143
MS,2016,9,-2753,-290398
MS,2016,10,-622,-547318
MS,2016,11,892,-573876
MS,2016,12,1142,155649
MS,2017,1,16104,254410
MS,2017,2,-2161,-491990
MS,2017,3,8557,39561
MS,2017,4,-3266,613
MS,2017,5,5238,237477
MS,2017,6,2130,400868
MS,2017,7,2775,552382
MS,2017,8,2121,79274
MS,2017,9,-4337,-424542
MS,2017,10,1646,-336529
MT,2007,2,949,-162059
MT,2007,3,907,-64013
MT,2007,4,611,-35776
MT,2007,5,1521,-55180
MT,2007,6,1512,50329
MT,2007,7,901,158431
MT,2007,8,1544,40877
MT,2007,9,68,-211154
MT,2007,10,531,-3257
MT,2007,11,438,31398
MT,2007,12,584,183621
MT,2008,1,108362,39262
MT,2008,2,1346,-105939
MT,2008,3,2581,-68524
MT,2008,4,-1095,-49531
MT,2008,5,675,-40167
MT,2008,6,1693,1036
MT,2008,7,3071,111360
MT,2008,8,-5116,34468
MT,2008,9,-350,-153318
MT,2008,10,-1048,1640
MT,2008,11,-3141,21682
MT,2008,12,2171,172688
MT,2009,1,5723,92465
MT,2009,2,-1346,-201204
MT,2009,3,2244,-38331
MT,2009,4,-1513,-71423
MT,2009,5,524,-98312
MT,2009,6,2620,34297
MT,2009,7,725,61201
MT,2009,8,28,29851
MT,2009,9,-754,-81261
MT,2009,10,-476,26235
MT,2009,11,-1929,-14592
MT,2009,12,1763,195663
MT,2010,1,-1039,48454
MT,2010,2,152,-176705
MT,2010,3,2937,-58748
MT,2010,4,-2397,-48375
MT,2010,5,438,8519
MT,2010,6,896,-39740
MT,2010,7,2664,69227
MT,2010,8,1385,57799
MT,2010,9,-893,-89347
MT,2010,10,-2025,-50341
MT,2010,11,-947,91987
MT,2010,12,1816,178281
MT,2011,1,-804,45892
MT,2011,2,114,-123048
MT,2011,3,2746,-20091
MT,2011,4,-1599,-98228
MT,2011,5,504,-60924
MT,2011,6,189,-28701
MT,2011,7,1185,111022
MT,2011,8,1531,42134
MT,2011,9,-665,-173961
MT,2011,10,189,108257
MT,2011,11,-1144,10483
MT,2011,12,1208,136900
MT,2012,1,-1303,33592
MT,2012,2,1274,-41449
MT,2012,3,433,-96967
MT,2012,4,-79,-55183
MT,2012,5,1215,-79313
MT,2012,6,149,48923
MT,2012,7,965,127236
MT,2012,8,1631,77348
MT,2012,9,-1714,-192117
MT,2012,10,2047,-22083
MT,2012,11,3508,50678
MT,2012,12,930,160392
MT,2013,1,-3223,74558
MT,2013,2,-21,-115890
MT,2013,3,1081,-76054
MT,2013,4,92,-33181
MT,2013,5,1532,-67351
MT,2013,6,36,8194
MT,2013,7,1287,116652
MT,2013,8,205,88480
MT,2013,9,-2357,-203442
MT,2013,10,3881,40875
MT,2013,11,-4704,65776
MT,2013,12,2541,153092
MT,2014,1,1198,50883
MT,2014,2,755,-125513
MT,2014,3,10030,-3725
MT,2014,4,-5447,-98481
MT,2014,5,1473,-74764
MT,2014,6,2192,-8292
MT,2014,7,1618,81500
MT,2014,8,112,46666
MT,2014,9,643,-87348
MT,2014,10,268,-18294
MT,2014,11,-1270,51899
MT,2014,12,115,179739
MT,2015,1,185,73689
MT,2015,2,245,-164330
MT,2015,3,1471,-74902
MT,2015,4,480,-30861
MT,2015,5,1905,-58076
MT,2015,6,2226,91390
MT,2015,7,1152,85877
MT,2015,8,370,-26252
MT,2015,9,858,-109327
MT,2015,10,49,-28855
MT,2015,11,-1983,89956
MT,2015,12,1163,160055
MT,2016,1,-577,43906
MT,2016,2,775,-133922
MT,2016,3,1714,-91026
MT,2016,4,-559,-34254
MT,2016,5,2233,-53256
MT,2016,6,2130,79419
MT,2016,7,385,48571
MT,2016,8,1587,37939
MT,2016,9,753,-123205
MT,2016,10,-686,-9692
MT,2016,11,-1099,44521
MT,2016,12,967,205073
MT,2017,1,1381,152639
MT,2017,2,330,-186023
MT,2017,3,1440,-104868
MT,2017,4,-533,-83489
MT,2017,5,2508,-47622
MT,2017,6,2285,31407
MT,2017,7,700,153082
MT,2017,8,1693,7033
MT,2017,9,-525,-110933
MT,2017,10,1178,-51627
NC,2007,2,4918,167288
NC,2007,3,5782,-1056753
NC,2007,4,5509,-687836
NC,2007,5,4839,599312
NC,2007,6,7297,1449799
NC,2007,7,5727,977167
NC,2007,8,6622,1395133
NC,2007,9,5185,-1583305
NC,2007,10,4688,-1554568
NC,2007,11,4394,-911649
NC,2007,12,3688,604975
NC,2008,1,1289361,1302586
NC,2008,2,6992,-805260
NC,2008,3,4572,-1044458
NC,2008,4,33617,-459682
NC,2008,5,-23752,523255
NC,2008,6,5397,2090212
NC,2008,7,8163,717526
NC,2008,8,6333,85810
NC,2008,9,13104,-1361842
NC,2008,10,-2341,-1606570
NC,2008,11,-5860,-105562
NC,2008,12,12187,777385
NC,2009,1,-3919,1159752
NC,2009,2,2785,-1115278
NC,2009,3,-100,-335351
NC,2009,4,1406,-1067165
NC,2009,5,3657,380449
NC,2009,6,5236,1785369
NC,2009,7,-7515,1210135
NC,2009,8,2119,177796
NC,2009,9,2609,-1664955
NC,2009,10,1863,-1398723
NC,2009,11,2333,-574117
NC,2009,12,5171,1892578
NC,2010,1,-38078,1934732
NC,2010,2,3728,-1503483
NC,2010,3,3946,-560816
NC,2010,4,704,-1574556
NC,2010,5,1727,627332
NC,2010,6,28563,2387515
NC,2010,7,17198,1347534
NC,2010,8,-5450,50955
NC,2010,9,-789,-1547478
NC,2010,10,1783,-2301118
NC,2010,11,-13,-453173
NC,2010,12,-17302,2650444
NC,2011,1,-3618,812490
NC,2011,2,954,-2516343
NC,2011,3,2843,-317388
NC,2011,4,1785,-690839
NC,2011,5,-2150,836757
NC,2011,6,10121,2026111
NC,2011,7,4325,1211450
NC,2011,8,3420,-51940
NC,2011,9,30370,-2289402
NC,2011,10,-32570,-1458869
NC,2011,11,2034,-186800
NC,2011,12,11375,940015
NC,2012,1,-2251,750648
NC,2012,2,6237,-1026331
NC,2012,3,5625,-403851
NC,2012,4,2278,-572576
NC,2012,5,4666,1388869
NC,2012,6,3397,842861
NC,2012,7,4174,1834679
NC,2012,8,3781,-435800
NC,2012,9,-444,-1792360
NC,2012,10,1455,-1181375
NC,2012,11,2272,213175
NC,2012,12,1683,734487
NC,2013,1,1247,777756
NC,2013,2,4533,-1074812
NC,2013,3,5057,475884
NC,2013,4,4597,-1412584
NC,2013,5,1643,425496
NC,2013,6,5465,1412441
NC,2013,7,6158,1380389
NC,2013,8,7216,-419806
NC,2013,9,1428,-1021827
NC,2013,10,4154,-1342002
NC,2013,11,5178,85949
NC,2013,12,3815,1190999
NC,2014,1,-23395,1770174
NC,2014,2,4535,-1866630
NC,2014,3,2022,-34188
NC,2014,4,1908,-1687207
NC,2014,5,4219,1001540
NC,2014,6,12884,1318730
NC,2014,7,20361,817284
NC,2014,8,9894,-72498
NC,2014,9,2965,-1063910
NC,2014,10,5584,-1489502
NC,2014,11,5195,225049
NC,2014,12,6159,1204929
NC,2015,1,-26092,1003067
NC,2015,2,7503,-402422
NC,2015,3,5210,-1063337
NC,2015,4,1341,-1589294
NC,2015,5,4406,1105309
NC,2015,6,7194,1932186
NC,2015,7,6929,1187783
NC,2015,8,5257,-675552
NC,2015,9,5090,-1239268
NC,2015,10,3714,-1717472
NC,2015,11,1992,-513733
NC,2015,12,6849,1474531
NC,2016,1,33762,1250568
NC,2016,2,8569,-932255
NC,2016,3,4545,-1011449
NC,2016,4,5475,-881544
NC,2016,5,4737,730702
NC,2016,6,7766,2169766
NC,2016,7,6298,1737822
NC,2016,8,9377,-13675
NC,2016,9,2435,-1649372
NC,2016,10,3935,-2424421
NC,2016,11,1895,-67849
NC,2016,12,8500,1572943
NC,2017,1,20625,-49466
NC,2017,2,592,-1839175
NC,2017,3,16713,906199
NC,2017,4,-1283,-1054791
NC,2017,5,12055,1277069
NC,2017,6,7755,1264403
NC,2017,7,25252,1449493
NC,2017,8,6206,-203006
NC,2017,9,787,-1947844
NC,2017,10,6928,-1197226
ND,2007,2,103,-28252
ND,2007,3,236,-91164
ND,2007,4,377,-65230
ND,2007,5,568,-85239
ND,2007,6,349,18697
ND,2007,7,565,105846
ND,2007,8,499,-22611
ND,2007,9,298,-82585
ND,2007,10,624,37257
ND,2007,11,240,87061
ND,2007,12,144,176653
ND,2008,1,46860,48203
ND,2008,2,144,-48770
ND,2008,3,964,-42257
ND,2008,4,220,-163799
ND,2008,5,641,-71817
ND,2008,6,198,-60390
ND,2008,7,1156,118710
ND,2008,8,710,30042
ND,2008,9,430,-89086
ND,2008,10,580,45471
ND,2008,11,-378,85626
ND,2008,12,709,237165
ND,2009,1,718,45030
ND,2009,2,78,-130938
ND,2009,3,651,-14111
ND,2009,4,-292,-169501
ND,2009,5,651,-97911
ND,2009,6,744,-14958
ND,2009,7,714,54419
ND,2009,8,365,10963
ND,2009,9,-3085,-34987
ND,2009,10,3612,85561
ND,2009,11,-250,40409
ND,2009,12,918,237915
ND,2010,1,-661,25583
ND,2010,2,779,-123006
ND,2010,3,778,-65263
ND,2010,4,-141,-139900
ND,2010,5,544,-63578
ND,2010,6,760,12820
ND,2010,7,1192,98997
ND,2010,8,1210,48372
ND,2010,9,438,-130837
ND,2010,10,-5,30255
ND,2010,11,695,157651
ND,2010,12,522,185338
ND,2011,1,1443,75158
ND,2011,2,187,-141017
ND,2011,3,1181,14540
ND,2011,4,-318,-187352
ND,2011,5,255,-81677
ND,2011,6,-349,-37845
ND,2011,7,-3267,116116
ND,2011,8,2904,15722
ND,2011,9,2203,-69961
ND,2011,10,2096,32444
ND,2011,11,1003,131015
ND,2011,12,1740,124349
ND,2012,1,3456,61901
ND,2012,2,1142,-55594
ND,2012,3,3958,-88278
ND,2012,4,-2049,-148013
ND,2012,5,1457,-15669
ND,2012,6,886,7441
ND,2012,7,1400,178463
ND,2012,8,1659,-46055
ND,2012,9,1364,-88658
ND,2012,10,2067,57117
ND,2012,11,675,108787
ND,2012,12,988,234909
ND,2013,1,4172,56082
ND,2013,2,233,-131198
ND,2013,3,944,-42597
ND,2013,4,-4843,-118454
ND,2013,5,1463,-97402
ND,2013,6,1176,-86790
ND,2013,7,615,157405
ND,2013,8,388,-22403
ND,2013,9,1934,-62274
ND,2013,10,1403,52307
ND,2013,11,1347,233840
ND,2013,12,872,233694
ND,2014,1,3385,97771
ND,2014,2,617,-120076
ND,2014,3,1083,-59315
ND,2014,4,1498,-141242
ND,2014,5,724,-91721
ND,2014,6,1011,-111339
ND,2014,7,2035,136244
ND,2014,8,832,-18286
ND,2014,9,1997,-32961
ND,2014,10,2005,115823
ND,2014,11,1517,168068
ND,2014,12,1257,180123
ND,2015,1,-85,1939
ND,2015,2,1040,-144105
ND,2015,3,1527,-70889
ND,2015,4,588,-178904
ND,2015,5,560,-86110
ND,2015,6,1942,665
ND,2015,7,845,126890
ND,2015,8,1682,27651
ND,2015,9,1569,-162626
ND,2015,10,1276,84583
ND,2015,11,524,119101
ND,2015,12,781,169108
ND,2016,1,-793,129387
ND,2016,2,750,-186999
ND,2016,3,1008,-78027
ND,2016,4,311,-134710
ND,2016,5,1469,-68296
ND,2016,6,345,20451
ND,2016,7,-7,121564
ND,2016,8,1357,18170
ND,2016,9,541,-133829
ND,2016,10,30,102482
ND,2016,11,559,54043
ND,2016,12,459,288383
ND,2017,1,-5647,6159
ND,2017,2,86,-225019
ND,2017,3,917,65579
ND,2017,4,-381,-223073
ND,2017,5,361,-48484
ND,2017,6,197,8163
ND,2017,7,619,150928
ND,2017,8,776,-89959
ND,2017,9,-249,-79018
ND,2017,10,912,73397
NE,2007,2,291,-99582
NE,2007,3,8924,-98011
NE,2007,4,-8377,-226318
NE,2007,5,1208,131727
NE,2007,6,8583,191152
NE,2007,7,861,445478
NE,2007,8,508,31072
NE,2007,9,664,-497635
NE,2007,10,-7923,-202096
NE,2007,11,-207,73348
NE,2007,12,2691,299927
NE,2008,1,284785,53118
NE,2008,2,-728,-105668
NE,2008,3,37612,-116284
NE,2008,4,-36004,-190413
NE,2008,5,567,-16288
NE,2008,6,340,201169
NE,2008,7,37224,499129
NE,2008,8,1142,-5692
NE,2008,9,-278,-494189
NE,2008,10,-33504,-140226
NE,2008,11,-3253,26595
NE,2008,12,2719,442945
NE,2009,1,29,-12649
NE,2009,2,-168,-274512
NE,2009,3,29887,-72743
NE,2009,4,-29082,-237491
NE,2009,5,1539,49117
NE,2009,6,28683,213040
NE,2009,7,1813,339731
NE,2009,8,24,-7050
NE,2009,9,242,-343746
NE,2009,10,-26225,-124747
NE,2009,11,-3014,62213
NE,2009,12,3916,495943
NE,2010,1,-2717,16013
NE,2010,2,-206,-300762
NE,2010,3,40434,-26032
NE,2010,4,-38943,-147425
NE,2010,5,129,-106486
NE,2010,6,-107,274757
NE,2010,7,40124,453692
NE,2010,8,1160,144778
NE,2010,9,229,-653944
NE,2010,10,-39133,-227887
NE,2010,11,-1867,89738
NE,2010,12,3551,380097
NE,2011,1,-6574,38776
NE,2011,2,-280,-162619
NE,2011,3,30349,-38349
NE,2011,4,-26940,-320412
NE,2011,5,2961,38945
NE,2011,6,1583,214817
NE,2011,7,24084,599860
NE,2011,8,3956,-88807
NE,2011,9,1896,-539924
NE,2011,10,-782,-168839
NE,2011,11,603,92570
NE,2011,12,2538,243740
NE,2012,1,-22858,32043
NE,2012,2,3627,-113017
NE,2012,3,1297,-114272
NE,2012,4,-273,-182158
NE,2012,5,1432,252253
NE,2012,6,-1360,400855
